sku_id,category,name,mrp,discount_percent,discounted_selling_price,weight_in_gms,available_quantity,out_of_stock
SKU03232,Baby Care,Baby Towel,43654,17,36232,400,142,False
SKU01783,"Cleaning & Household",Broom - Grass,10893,20,8714,,196,False
SKU00239,"Fruits & Vegetables",Pomegranate,9173,65,3210,250,191,False
SKU02552,"Instant & Frozen Food",Chapati - Ready to Eat,34229,18,28067,50,158,False
SKU02026,Personal Care,Ponds Face Wash,43124,33,28893,100,0,True
SKU03015,Baby Care,Pampers Diapers - S,103299,31,71276,500,19,False
SKU01422,Beverages,Coconut Water - Raw Pressery,0,29,0,250,0,True
SKU00190,"Fruits & Vegetables","Spinach (Palak)",13800,7,12834,2000,120,False
SKU02663,"Bakery & Biscuits",Treat Croissant - Chocolate,14949,25,11211,40,0,True
SKU00071,"Fruits & Vegetables",Apple - Shimla,14774,,5909,500,101,False
SKU03251,Pet Care,Pedigree Dog Food - Veg,129160,4,123993,100,0,True
SKU02549,"Instant & Frozen Food",Chapati - Ready to Eat,29521,34,19483,50,0,True
SKU00065,"Fruits & Vegetables",Banana - Robusta,7816,22,6096,2000,64,False
SKU01280,Beverages,Paper Boat Aam Panna,43351,5,41183,1000,49,False
SKU02866,"Bakery & Biscuits",Butter Cookies - Danish,3548,24,2696,300,29,False
SKU02734,"Bakery & Biscuits",Khari Biscuit,1589,41,937,60,172,False
SKU02677,"Bakery & Biscuits",Muffin - Blueberry,19336,10,17402,150,88,False
SKU00424,"Fruits & Vegetables",Avocado,14741,54,6780,1000,32,False
SKU01139,"Snacks & Munchies",Granola Bar - Nature Valley,22020,5,20919,400,69,False
SKU00525,"Dairy & Bread",Amul Butter - 100g,32008,50,16004,500,0,True
SKU01879,"Cleaning & Household",Drain Cleaner,23858,17,19802,200,55,False
SKU01047,"Snacks & Munchies",Marie Gold,16662,19,13496,90,192,False
SKU03134,Baby Care,Baby Soap - Dove,128599,35,83589,400,0,True
SKU01080,"Snacks & Munchies",Trail Mix - Dry Fruits,21752,23,16749,150,73,False
SKU00598,"Dairy & Bread","Bread - White (Britannia)",39494,1,39099,100,5,False
SKU02780,"Bakery & Biscuits",Donut - Glazed,19620,33,13145,40,0,True
SKU01056,"Snacks & Munchies",Good Day Butter Cookies,2095,,1026,400,17,False
SKU02440,"Instant & Frozen Food",Oats - Quaker,8163,51,3999,140,149,False
SKU03163,Baby Care,Baby Feeding Bottle,91365,0,91365,100,129,False
SKU03041,Baby Care,Huggies Diapers - S,180764,46,97612,,70,False
SKU03285,Pet Care,Whiskas Cat Food - Chicken,57795,14,49703,100,66,False
SKU01947,Personal Care,"Head & Shoulders Shampoo",73680,57,31682,50,63,False
SKU01778,"Cleaning & Household",Broom - Grass,49180,31,33934,1000,70,False
SKU02071,Personal Care,Dove Beauty Bar,19420,18,15924,500,195,False
SKU02676,"Bakery & Biscuits",Muffin - Blueberry,29644,15,25197,,200,False
SKU02377,"Instant & Frozen Food",Frozen Mixed Vegetables,31128,52,14941,,0,True
SKU03432,Pet Care,Hamster Food,19684,59,8070,200,0,True
SKU01178,Beverages,Coca Cola 750ml,51009,18,41827,1000,86,False
SKU00869,"Snacks & Munchies",Bingo Mad Angles,19635,32,13351,150,200,False
SKU00795,"Dairy & Bread",Shrikhand - Kesar,49732,2,48737,200,36,False
SKU00548,"Dairy & Bread","Curd - Plain (400g)",33139,16,27836,1000,173,False
SKU01397,Beverages,Filter Coffee Decoction,50109,9,45599,250,0,True
SKU00023,"Fruits & Vegetables",Potato,22993,26,17014,,128,False
SKU02062,Personal Care,Dettol Soap - 125g,106146,22,82793,250,192,False
SKU01314,Beverages,Monster Energy 350ml,21469,63,7943,350,151,False
SKU00384,"Fruits & Vegetables",Guava,9827,20,7861,,1,False
SKU01635,"Cleaning & Household",Domex Toilet Cleaner,43467,0,43467,750,0,True
SKU01796,"Cleaning & Household",Dustpan,8549,9,7779,2000,125,False
SKU00454,"Fruits & Vegetables",Sweet Potato,6675,48,3471,2000,0,True
SKU03240,Pet Care,Pedigree Dog Food - Chicken,114996,14,98896,100,170,False
SKU02287,"Instant & Frozen Food",Yippee Noodles - Classic,31554,34,20825,140,28,False
SKU01698,"Cleaning & Household",Toilet Paper - 4 Pack,72572,32,49348,400,0,True
SKU01121,"Snacks & Munchies","Fox Nuts (Makhana)",21354,20,17083,200,0,True
SKU01480,Beverages,Protein Shake - MuscleBlaze,33045,0,33045,200,69,False
SKU00554,"Dairy & Bread","Curd - Plain (400g)",29600,0,29600,500,182,False
SKU02338,"Instant & Frozen Food",MTR Ready-to-Eat Dal Fry,43473,26,32170,200,0,True
SKU01939,Personal Care,Listerine Mouthwash,8531,24,6483,200,79,False
SKU00659,"Dairy & Bread",Hung Curd,0,5,0,100,55,False
SKU02798,"Bakery & Biscuits",Swiss Roll,29790,54,13703,300,116,False
SKU00603,"Dairy & Bread","Bread - White (Britannia)",19429,54,8937,100,0,True
SKU00450,"Fruits & Vegetables",Sweet Potato,11715,51,5740,2000,0,True
SKU02359,"Instant & Frozen Food",McCain French Fries,1219,5,1158,500,73,False
SKU02147,Personal Care,Sanitary Pads - Whisper,48701,18,39934,500,12,False
SKU03030,Baby Care,Pampers Diapers - L,178412,12,157002,400,97,False
SKU02241,Personal Care,Talcum Powder - Ponds,25468,4,24449,75,178,False
SKU03277,Pet Care,Whiskas Cat Food - Chicken,76746,68,24558,3000,0,True
SKU02246,Personal Care,Talcum Powder - Ponds,83723,4,80374,50,157,False
SKU03025,Baby Care,Pampers Diapers - M,143714,-9,139402,200,36,False
SKU02019,Personal Care,Vaseline Intensive Care,24099,3,23376,200,67,False
SKU01693,"Cleaning & Household",Paper Towel Roll,25473,22,19868,1000,4,False
SKU00246,"Fruits & Vegetables",Mango - Alphonso,21688,51,10627,500,112,False
SKU01970,Personal Care,Dove Shampoo - Daily Shine,82407,,68397,75,78,False
SKU00401,"Fruits & Vegetables",Pineapple,3714,34,2451,1000,0,True
SKU01266,Beverages,Tropicana Orange 1L,18531,37,11674,200,0,True
SKU02911,"Bakery & Biscuits",Sourdough Bread,0,3,0,200,124,False
SKU01000,"Snacks & Munchies",Dark Fantasy,22730,21,17956,50,0,True
SKU00577,"Dairy & Bread",Amul Masti Buttermilk,5109,7,4751,400,0,True
SKU02926,"Bakery & Biscuits",Bagel - Plain,4527,33,3033,150,157,False
SKU02236,Personal Care,Body Wash - Dove,109811,34,72475,250,0,True
SKU02595,"Instant & Frozen Food",Vermicelli - Bambino,6664,17,5531,1000,0,True
SKU01043,"Snacks & Munchies",Marie Gold,25817,10,23235,90,153,False
SKU02897,"Bakery & Biscuits",Biscotti,8661,33,5802,100,50,False
SKU00862,"Snacks & Munchies",Kurkure Masala Munch,5422,2,5313,400,143,False
SKU03216,Baby Care,Baby Bib,160353,11,142714,400,192,False
SKU03190,Baby Care,Teether,48049,2,47088,300,155,False
SKU01951,Personal Care,"Head & Shoulders Shampoo",64367,1,63723,200,125,False
SKU00790,"Dairy & Bread",Buttermilk - Masala,29832,47,15810,400,140,False
SKU00249,"Fruits & Vegetables",Mango - Alphonso,21106,9,19206,2000,105,False
SKU03332,Pet Care,Dog Shampoo,8699,18,7133,500,156,False
SKU01827,"Cleaning & Household",Steel Wool,26059,25,19544,500,63,False
SKU01845,"Cleaning & Household",Dish Cloth - 3 Pack,69035,,45563,1000,20,False
SKU03310,Pet Care,Drools Dog Treat,80782,4,77550,500,0,True
SKU01268,Beverages,Tropicana Orange 1L,45528,27,33235,350,197,False
SKU02143,Personal Care,Sanitary Pads - Whisper,43255,33,28980,75,59,False
SKU03203,Baby Care,Baby Blanket,51916,24,39456,400,0,True
SKU00047,"Fruits & Vegetables",Green Chilli,16304,24,12391,1500,121,False
SKU03420,Pet Care,Bird Seed Mix,14693,22,11460,3000,91,False
SKU01505,Beverages,Bournvita 500g,12761,0,12761,350,10,False
SKU02852,"Bakery & Biscuits",Cookies - Choco Chip,21950,,15584,300,0,True
SKU02218,Personal Care,Face Cream - Olay,37150,21,29348,100,0,True
SKU01452,Beverages,Jaljeera Drink,32395,26,23972,200,111,False
SKU03325,Pet Care,Cat Litter - Clumping,134531,33,90135,500,0,True
SKU00197,"Fruits & Vegetables","Spinach (Palak)",11132,22,8682,2000,33,False
SKU03067,Baby Care,Baby Wipes - Johnson's,13269,10,11942,100,120,False
SKU02979,Baby Care,Cerelac - Rice,68547,52,32902,300,0,True
SKU00232,"Fruits & Vegetables",Pomegranate,2690,0,2690,2000,63,False
SKU00595,"Dairy & Bread","Bread - White (Britannia)",23554,20,18843,500,123,False
SKU03360,Pet Care,Dog Biscuit - Milk Bone,121895,23,93859,400,116,False
SKU01566,"Cleaning & Household",Lizol Floor Cleaner - Citrus,58752,13,51114,500,85,False
SKU03375,Pet Care,Dog Leash,25827,39,15754,100,175,False
SKU00976,"Snacks & Munchies","Hide & Seek",7046,29,5002,,9,False
SKU03441,Pet Care,Pet Carrier - Small,68025,11,60542,200,87,False
SKU02169,Personal Care,Ear Buds,112851,59,46268,75,198,False
SKU02590,"Instant & Frozen Food",Vermicelli - Bambino,2362,17,1960,140,80,False
SKU00147,"Fruits & Vegetables",Garlic,18362,34,12118,2000,193,False
SKU03133,Baby Care,Baby Soap - Dove,166044,30,116230,,0,True
SKU02888,"Bakery & Biscuits",Biscotti,20161,4,19354,100,89,False
SKU01829,"Cleaning & Household",Steel Wool,6315,15,5367,2000,0,True
SKU01551,"Cleaning & Household",Vim Dishwash Gel - Lemon,75704,,31038,750,0,True
SKU00765,"Dairy & Bread",Condensed Milk - Milkmaid,28180,51,13808,400,22,False
SKU03064,Baby Care,MamyPoko Pants - L,163155,8,150102,500,106,False
SKU01086,"Snacks & Munchies",Trail Mix - Dry Fruits,22566,27,16473,50,0,True
SKU01945,Personal Care,Listerine Mouthwash,80724,48,41976,150,0,True
SKU01903,Personal Care,Colgate MaxFresh Toothpaste,119209,3,115632,100,17,False
SKU00289,"Fruits & Vegetables",Peas - Green,10712,22,8355,1500,7,False
SKU02358,"Instant & Frozen Food",McCain French Fries,32107,0,32107,50,178,False
SKU01880,"Cleaning & Household",Drain Cleaner,34354,35,22330,200,10,False
SKU00914,"Snacks & Munchies",Act II Popcorn - Butter,7733,8,7114,30,52,False
SKU01568,"Cleaning & Household",Harpic Toilet Cleaner,8104,0,8104,400,164,False
SKU01709,"Cleaning & Household",Room Freshener - Odonil,48942,4,46984,,13,False
SKU02034,Personal Care,Ponds Face Wash,8396,22,6548,75,112,False
SKU01633,"Cleaning & Household",Domex Toilet Cleaner,23530,35,15294,400,67,False
SKU00378,"Fruits & Vegetables",Watermelon,16947,,16608,500,27,False
SKU01942,Personal Care,Listerine Mouthwash,21525,0,21525,75,176,False
SKU02674,"Bakery & Biscuits",Muffin - Blueberry,30563,26,22616,60,142,False
SKU00849,"Snacks & Munchies",Lay's Classic Salted,17479,6,16430,30,55,False
SKU02048,Personal Care,Sunscreen - Lakme SPF50,117552,11,104621,50,47,False
SKU01922,Personal Care,Sensodyne Rapid Relief,64547,11,57446,100,0,True
SKU00438,"Fruits & Vegetables",Dragon Fruit,6003,2,5882,500,97,False
SKU02876,"Bakery & Biscuits",Wafer - Chocolate,14355,15,12201,,179,False
SKU02315,"Instant & Frozen Food",Cup Noodles - Masala,27893,32,18967,140,9,False
SKU03286,Pet Care,Whiskas Cat Food - Chicken,12488,11,11114,400,108,False
SKU00402,"Fruits & Vegetables",Pineapple,19045,0,19045,500,0,True
SKU03096,Baby Care,Baby Oil - Johnson's,54975,5,52226,300,96,False
SKU03043,Baby Care,Huggies Diapers - S,138693,25,104019,200,147,False
SKU00121,"Fruits & Vegetables",Lemon,5314,9,4835,,111,False
SKU00655,"Dairy & Bread",Cheese Spread - Amul,24960,,13228,1000,55,False
SKU00624,"Dairy & Bread",Pav - Ladi,50121,22,39094,500,154,False
SKU00033,"Fruits & Vegetables",Potato,6551,22,5109,1500,102,False
SKU00273,"Fruits & Vegetables",Papaya,18023,45,9912,250,11,False
SKU02740,"Bakery & Biscuits",Khari Biscuit,10894,59,4466,100,0,True
SKU00992,"Snacks & Munchies",Bourbon Biscuit,24732,68,7914,50,0,True
SKU03195,Baby Care,Teether,87678,52,42085,200,95,False
SKU00489,"Dairy & Bread",Amul Taaza Toned Milk,39400,56,17335,500,0,True
SKU01768,"Cleaning & Household",Mop Refill,51419,21,40621,500,0,True
SKU00435,"Fruits & Vegetables",Dragon Fruit,15741,4,15111,1500,143,False
SKU02238,Personal Care,Body Wash - Dove,23768,35,15449,250,91,False
SKU02226,Personal Care,Body Wash - Dove,86313,25,64734,50,52,False
SKU03198,Baby Care,Baby Blanket,5188,20,4150,200,0,True
SKU00123,"Fruits & Vegetables",Lemon,8192,34,5406,1500,47,False
SKU02272,"Instant & Frozen Food",Maggi 2-Minute Noodles,3129,11,2784,70,169,False
SKU02309,"Instant & Frozen Food",Cup Noodles - Masala,42143,19,34135,200,136,False
SKU03295,Pet Care,Royal Canin - Maxi Adult,54717,26,40490,1000,107,False
SKU02984,Baby Care,Cerelac - Rice,73389,13,63848,100,17,False
SKU01761,"Cleaning & Household",Sanitizer - Lifebuoy,63235,1,62602,1000,0,True
SKU02414,"Instant & Frozen Food",Instant Pasta - Knorr,37261,12,32789,140,150,False
SKU03214,Baby Care,Baby Bib,27447,7,25525,500,80,False
SKU01244,Beverages,Maaza Mango 600ml,59387,3,57605,500,11,False
SKU03115,Baby Care,Baby Powder - Johnson's,60825,34,40144,300,117,False
SKU00966,"Snacks & Munchies","Hide & Seek",27655,0,27655,30,54,False
SKU00903,"Snacks & Munchies",Doritos Nacho Cheese,36757,32,24994,50,75,False
SKU02016,Personal Care,Vaseline Intensive Care,31124,43,17740,200,0,True
SKU01637,"Cleaning & Household",Domex Toilet Cleaner,34941,,22711,200,97,False
SKU02850,"Bakery & Biscuits",Nan Khatai,15970,,12296,40,189,False
SKU00972,"Snacks & Munchies","Hide & Seek",34926,20,27940,200,83,False
SKU02119,Personal Care,Deodorant - Fogg,119139,25,89354,250,179,False
SKU01934,Personal Care,Oral-B Toothbrush,60815,62,23109,75,104,False
SKU00399,"Fruits & Vegetables",Pineapple,11119,1,11007,2000,0,True
SKU00791,"Dairy & Bread",Buttermilk - Masala,32076,8,29509,400,2,False
SKU00734,"Dairy & Bread",Paneer - Malai,32486,8,29887,400,45,False
SKU00735,"Dairy & Bread",Paneer - Malai,44952,27,32814,100,150,False
SKU00155,"Fruits & Vegetables",Beetroot,3088,8,2840,250,72,False
SKU01455,Beverages,Jaljeera Drink,59128,16,49667,350,175,False
SKU00053,"Fruits & Vegetables",Coriander Leaves,21971,52,10546,2000,18,False
SKU01640,"Cleaning & Household",Scotch-Brite Scrub Pad,34760,14,29893,400,43,False
SKU01875,"Cleaning & Household",Drain Cleaner,8751,23,6738,400,0,True
SKU01041,"Snacks & Munchies",Marie Gold,6489,0,6489,200,28,False
SKU00145,"Fruits & Vegetables",Garlic,5252,31,3623,2000,195,False
SKU00708,"Dairy & Bread","Lassi - Mango (Amul)",29184,,24806,100,0,True
SKU03035,Baby Care,Huggies Diapers - S,87370,19,70769,300,15,False
SKU02694,"Bakery & Biscuits",Bread Roll,13295,3,12896,150,0,True
SKU00716,"Dairy & Bread",Cream Cheese,45676,38,28319,400,70,False
SKU01594,"Cleaning & Household",Surf Excel Matic Top Load,6053,12,5326,750,160,False
SKU01993,Personal Care,Hair Oil - Parachute Coconut,24489,32,16652,250,7,False
SKU00612,"Dairy & Bread","Bread - Brown (Harvest Gold)",0,,0,500,123,False
SKU02657,"Bakery & Biscuits",Treat Croissant - Chocolate,32490,21,25667,100,4,False
SKU00882,"Snacks & Munchies",Haldiram's Aloo Bhujia,5497,0,5497,400,193,False
SKU00614,"Dairy & Bread",Pav - Ladi,20874,35,13568,400,0,True
SKU01166,"Snacks & Munchies",Mathri,19680,2,19286,50,0,True
SKU03385,Pet Care,Cat Toy - Mouse,92072,,86547,500,0,True
SKU02209,Personal Care,Lip Balm - Nivea,57412,14,49374,500,86,False
SKU02834,"Bakery & Biscuits",Cake Rusk - Britannia,20452,35,13293,150,20,False
SKU02058,Personal Care,Dettol Soap - 125g,68227,10,61404,250,161,False
SKU00177,"Fruits & Vegetables",Cauliflower,9516,,4662,250,128,False
SKU02101,Personal Care,Gillette Mach3 Razor,26955,12,23720,,147,False
SKU00275,"Fruits & Vegetables",Papaya,21089,22,16449,250,63,False
SKU03463,Pet Care,Flea Collar - Dog,121976,23,93921,1000,175,False
SKU03082,Baby Care,Baby Shampoo - Johnson's,58144,11,51748,500,132,False
SKU03179,Baby Care,Sippy Cup,128725,24,97831,200,94,False
SKU00773,"Dairy & Bread","Ghee - Amul (500ml)",12568,0,12568,100,86,False
SKU00960,"Snacks & Munchies",Monaco Biscuit,31344,14,26955,200,145,False
SKU01789,"Cleaning & Household",Broom - Grass,70373,30,49261,750,33,False
SKU00788,"Dairy & Bread",Buttermilk - Masala,30129,,27417,200,61,False
SKU02449,"Instant & Frozen Food",Oats - Quaker,36367,18,29820,,105,False
SKU02693,"Bakery & Biscuits",Bread Roll,24382,8,22431,300,192,False
SKU02411,"Instant & Frozen Food",Instant Pasta - Knorr,33228,27,24256,50,153,False
SKU02155,Personal Care,Cotton Balls,42688,56,18782,150,0,True
SKU01175,"Snacks & Munchies",Mathri,19786,7,18400,50,145,False
SKU01402,Beverages,Cold Coffee - Starbucks,0,1,0,200,25,False
SKU01941,Personal Care,Listerine Mouthwash,27823,29,19754,,160,False
SKU00156,"Fruits & Vegetables",Beetroot,22087,27,16123,500,177,False
SKU01826,"Cleaning & Household",Bleach - Robin,76658,30,53660,200,0,True
SKU00154,"Fruits & Vegetables",Beetroot,22875,8,21045,1000,141,False
SKU02219,Personal Care,Face Cream - Olay,26351,,22134,500,191,False
SKU00794,"Dairy & Bread",Shrikhand - Kesar,33121,15,28152,200,0,True
SKU02704,"Bakery & Biscuits",Garlic Bread - Frozen,27361,,23530,150,148,False
SKU00643,"Dairy & Bread",Amul Cream - Fresh,37221,9,33871,100,17,False
SKU00943,"Snacks & Munchies",Bikaji Bhujia Sev,24400,50,12200,50,160,False
SKU02696,"Bakery & Biscuits",Bread Roll,19232,2,18847,40,138,False
SKU02384,"Instant & Frozen Food",Frozen Chicken Nuggets,39611,13,34461,140,42,False
SKU00873,"Snacks & Munchies",Bingo Mad Angles,36559,0,36559,30,0,True
SKU01582,"Cleaning & Household",Surf Excel Matic Top Load,54991,21,43442,1000,115,False
SKU00946,"Snacks & Munchies",Bikaji Bhujia Sev,30105,5,28599,400,71,False
SKU01399,Beverages,Cold Coffee - Starbucks,14994,27,10945,250,78,False
SKU02253,Personal Care,Talcum Powder - Ponds,81014,,56709,200,149,False
SKU00803,"Dairy & Bread",Shrikhand - Kesar,25142,4,24136,,54,False
SKU02500,"Instant & Frozen Food",Dosa Batter - iD,44590,1,44144,400,176,False
SKU03160,Baby Care,Gripe Water - Woodward's,49842,2,48845,500,59,False
SKU02428,"Instant & Frozen Food","Soup - Knorr Hot & Sour",7805,58,3278,140,0,True
SKU02346,"Instant & Frozen Food",Haldiram's Frozen Paratha,40889,35,26577,200,0,True
SKU00011,"Fruits & Vegetables",Tomato - Hybrid,10624,5,10092,500,74,False
SKU02284,"Instant & Frozen Food",Yippee Noodles - Classic,48149,11,42852,50,55,False
SKU01774,"Cleaning & Household",Mop Refill,37832,15,32157,500,172,False
SKU01367,Beverages,Green Tea - Lipton,34275,30,23992,250,131,False
SKU01257,Beverages,Real Juice - Mixed Fruit,40270,2,39464,750,5,False
SKU02905,"Bakery & Biscuits",Croissant - Plain,13003,27,9492,100,133,False
SKU02681,"Bakery & Biscuits",Brownie - Chocolate,4257,20,3405,300,155,False
SKU02813,"Bakery & Biscuits",Swiss Roll,21291,38,13200,100,20,False
SKU02060,Personal Care,Dettol Soap - 125g,53608,18,43958,,180,False
SKU02796,"Bakery & Biscuits",Cup Cake - Vanilla,9427,35,6127,60,5,False
SKU01785,"Cleaning & Household",Broom - Grass,28905,11,25725,400,41,False
SKU01020,"Snacks & Munchies",Jim Jam Biscuit,35671,14,30677,30,95,False
SKU02086,Personal Care,Lifebuoy Handwash Refill,55988,30,39191,100,15,False
SKU01542,Beverages,Instant Coffee - Nescafe,52523,56,23110,200,89,False
SKU01548,"Cleaning & Household",Vim Dishwash Gel - Lemon,74594,24,56691,1000,39,False
SKU00900,"Snacks & Munchies",Doritos Nacho Cheese,12661,,8989,50,0,True
SKU02340,"Instant & Frozen Food",Haldiram's Frozen Paratha,49643,13,43189,500,39,False
SKU01891,"Cleaning & Household",Glass Wiper,76018,2,74497,500,164,False
SKU01639,"Cleaning & Household",Domex Toilet Cleaner,50548,19,40943,200,114,False
SKU01035,"Snacks & Munchies",Nutri Choice Digestive,11623,10,10460,50,189,False
SKU02328,"Instant & Frozen Food",MTR Ready-to-Eat Dal Fry,1708,0,1708,140,160,False
SKU03299,Pet Care,Royal Canin - Maxi Adult,90875,32,61794,1000,0,True
SKU01682,"Cleaning & Household",Cling Wrap,67905,20,54324,2000,58,False
SKU03062,Baby Care,MamyPoko Pants - L,169275,3,164196,500,39,False
SKU02958,"Bakery & Biscuits",Eclair - Chocolate,32238,11,28691,40,18,False
SKU02088,Personal Care,Lifebuoy Handwash Refill,23510,10,21159,250,77,False
SKU02330,"Instant & Frozen Food",MTR Ready-to-Eat Dal Fry,29029,29,20610,140,0,True
SKU01869,"Cleaning & Household",Rat Trap - Glue,63107,19,51116,,158,False
SKU00505,"Dairy & Bread",Amul Gold Milk,18069,8,16623,400,0,True
SKU03271,Pet Care,Whiskas Cat Food - Tuna,21331,27,15571,400,104,False
SKU02519,"Instant & Frozen Food",Frozen Samosa,17514,,12434,500,17,False
SKU02808,"Bakery & Biscuits",Swiss Roll,32625,69,10113,150,78,False
SKU02232,Personal Care,Body Wash - Dove,47735,64,17184,100,66,False
SKU00613,"Dairy & Bread",Pav - Ladi,4939,17,4099,500,143,False
SKU01355,Beverages,Tonic Water - Schweppes,54128,70,16238,250,155,False
SKU02874,"Bakery & Biscuits",Wafer - Chocolate,26263,25,19697,300,178,False
SKU00129,"Fruits & Vegetables",Lemon,24165,3,23440,500,139,False
SKU00320,"Fruits & Vegetables",Drumstick,15399,11,13705,1500,131,False
SKU02486,"Instant & Frozen Food",Upma Mix - MTR,31095,21,24565,140,86,False
SKU02432,"Instant & Frozen Food","Soup - Knorr Hot & Sour",2968,63,1098,1000,0,True
SKU01704,"Cleaning & Household",Toilet Paper - 4 Pack,63599,64,22895,1000,111,False
SKU00977,"Snacks & Munchies","Hide & Seek",2200,18,1804,150,0,True
SKU02061,Personal Care,Dettol Soap - 125g,71616,,68035,50,37,False
